id,source,title,date,description,url,earliest_deadline,deadlines,funding_amounts,emails,phone_numbers,attachments,research_field,grant_type
64,anr,AAPG - Appel à projets générique 2025,13/03/2026,"Principal appel de l’Agence nationale de la recherche (ANR), l’Appel à projets générique 2025 (AAPG 2025) s’adresse à toutes les communautés scientifiques et à tous les acteurs publics ou privés impliqués dans la recherche française. Il doit permettre aux chercheurs et chercheuses des différents domaines scientifiques, d’accéder, en complément des financements récurrents qui leur sont alloués, à des co-financements sur un grand nombre de thématiques de recherche, finalisées ou non.",https://anr.fr/fr/detail/call/aapg-appel-a-projets-generique-2025/,2025-02-18,"[""2025-02-18"", ""2025-03-27"", ""2025-05-27""]",[],"[""aapg.science@agencerecherche.fr"", ""aapg.adfi@anr.fr"", ""aapg.science@anr.fr""]",[],"[""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-vague1.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-vague2.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-vague3.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-vague4.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-CE.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-Trame-proposition-detaillee.docx"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-Form-full-proposal.docx"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-Attestation-PRME-Formulaire.docx"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-Guide-V1.0.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-FAQ-Etp2-V1.0.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-Annexe-Cofin-DGOS.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-nsf-chem.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-nsf-neuro.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-nsf-quant.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-nsf-num.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-dfg.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-fwf.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-facepe.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-fapesp.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-crsng.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-rgc-2.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-fnr.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-frq.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-nstc.pdf"", ""https://anr.fr/fileadmin/aap/2025/ANR-AAPG-2025-prci-fns.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-nsf-chem.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-nsf-neuro.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-nsf-quant.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-nsf-num.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-dfg.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-fwf.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-facepe.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-fapesp.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-crsng.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-rgc.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-fnr.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-frq.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-nstc.pdf"", ""https://anr.fr/fileadmin/aap/2025/selection/aapg-2025-selection-prci-fns.pdf""]",Informática e IA,Projeto / Appel
65,anr,"3e appel à projets transnationaux cofinancé du partenariat SBEP : Numérisation et innovation pour la résilience des écosystèmes marins, des entreprises et des communautés, afin de renforcer la compétitivité de l’économie bleue de l’Union Européenne",13/03/2026,"Le partenariat européen sur l’économie bleue durable (Sustainable Blue Economy Partnership) lance son troisième appel à projets transnationaux cofinancé, intitulé « Numérisation et innovation pour la résilience des écosystèmes marins, des entreprises et des communautés, afin de renforcer la compétitivité de l’économie bleue de l’Union Européenne ». Le partenariat s’engage à promouvoir la transition écologique et numérique des activités économiques liées aux bassins maritimes régionaux bordant l’UE, notamment l’océan Atlantique, la mer Baltique, la mer Noire, la mer Méditerranée et la mer du Nord.",https://anr.fr/fr/detail/call/3e-appel-a-projets-transnationaux-cofinance-du-partenariat-sbep-numerisation-et-innovation-pour-la/?utm_source=Newsletter&utm_medium=Email&utm_campaign=septembre-2025,2025-09-19,"[""2025-09-19"", ""2025-11-17"", ""2026-06-17""]",[],"[""epss.sbep@g.etag.ee"", ""sbep.call-secretariat@uefiscdi.ro"", ""sbep-callsfr@agencerecherche.fr""]",[],"[""https://anr.fr/fileadmin/aap/2026/aap-sbep-2026.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-sbep-2026-annexe-fr.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-sbep-2026-3rdcall_webinar_slides.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-sbep-2026-PRESENTATION-260925.pdf""]",Informática e IA,Projeto / Appel
66,anr,"Appel à projets – FLASH ""Coopérations scientifiques France-Groenland"" Edition 2026",13/03/2026,"Le Groenland occupe aujourd’hui une place singulière au croisement d’enjeux scientifiques majeurs et de tensions géopolitiques croissantes. Territoire clé pour la compréhension des dynamiques climatiques et environnementales globales, il est également concerné par des transformations rapides affectant ses écosystèmes, ses ressources naturelles, ses infrastructures et ses habitants, à majorité autochtones.",https://anr.fr/fr/detail/call/appel-a-projets-flash-cooperations-scientifiques-france-groenland-edition-2026/?utm_source=Newsletter&utm_medium=Email&utm_campaign=fevrier-2026,2026-02-24,"[""2026-02-24"", ""2026-05-05""]",[],"[""flash_groenland@agencerecherche.fr""]",[],"[""https://anr.fr/fileadmin/aap/2026/aap-flash-groenland-2026.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-flash-groenland-2026-Trame-DS.docx"", ""https://anr.fr/fileadmin/aap/2026/aap-flash-groenland-2026-Trame-CV.docx""]",Ciências da Saúde,Projeto / Appel
67,anr,"Appel Afrique-Europe – ""Services climatiques pour la réduction des risques en Afrique de l’Ouest"" (CS4RRA) – 2026",13/03/2026,"Les agences de financement européennes et africaines ainsi que la JPI Climat lancent un appel à projets transnational pour financer des projets de recherche et d’innovation, intitulé « Les Services Climatiques pour la Réduction des Risques en Afrique de l’Ouest ». L'objectif stratégique de l'initiative CS4RRA est de développer des stratégies vers la résilience climatique en Afrique de l'Ouest en contribuant à une coopération multinationale à long terme.",https://anr.fr/fr/detail/call/appel-afrique-europe-services-climatiques-pour-la-reduction-des-risques-en-afrique-de-louest-c/?utm_source=Newsletter&utm_medium=Email&utm_campaign=juin-2025,2025-05-30,"[""2025-05-30"", ""2025-09-11""]",[],"[""call-secretariat@csr4rra.de"", ""cs4rra@anr.fr""]",[],"[""https://anr.fr/fileadmin/aap/2026/aap-cs4rra-2026-v2.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-cs4rra-2026-annexe-fr-v2.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-CS4RRA-2026-Call-2025-MoU-Annex-I-FP-Requirements-Final.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-CS4RRA-2026-partners-directory.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-CS4RRA-2026-Slides-information-webinar-Final-24juin.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-CS4RRA-2026-webinar-QA-final.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-cs4rra-2026-webinaire-anr-juin-2025.pdf""]",Informática e IA,Projeto / Appel
68,anr,ASMA 2026 : Accompagnement Spécifique des Travaux de Recherches et d’Innovation Défense : Maturation et valorisation,13/03/2026,"L’Agence nationale de la recherche lance en partenariat avec l’Agence de l’innovation de défense (AID) – service à compétence nationale rattaché à la Direction générale de l’armement (DGA) –, l’édition 2026 de l’appel à projets ASTRID Maturation, « Accompagnement Spécifique des travaux de Recherches et d’Innovation Défense : Maturation et valorisation ». Ce programme est financé totalement par l’AID et est hébergé à l’ANR qui assure sa mise en œuvre.",https://anr.fr/fr/detail/call/asma-2026-accompagnement-specifique-des-travaux-de-recherches-et-dinnovation-defense-maturation/?utm_source=Newsletter&utm_medium=Email&utm_campaign=janvier-2026,2025-12-23,"[""2025-12-23"", ""2026-02-16"", ""2026-02-23"", ""2026-05-25""]",[],"[""florence.lasek@agencerecherche.fr"", ""etienne.sabarthes@agencerecherche.fr"", ""emmanuel.betranhandy@agencerecherche.fr""]",[],"[""https://anr.fr/fileadmin/aap/2026/aap-asma-2026.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-asma-2026-PI.docx"", ""https://anr.fr/fileadmin/aap/2026/aap-asma-2026-FAQ.pdf"", ""https://anr.fr/fileadmin/aap/2026/aap-asma-2026-trame.docx"", ""https://anr.fr/fileadmin/aap/2026/aap-asma-2026-guide-v2.pdf""]",Informática e IA,Projeto / Appel
69,anr,Appel à candidatures – Chaires d’excellence : Tremplin Outre-Mer,13/03/2026,"Les territoires ultramarins constituent des espaces stratégiques pour la recherche française, en raison : de leurs spécificités environnementales, climatiques, sanitaires, sociétales et culturelles ; de leur positionnement géographique dans des zones clés (Caraïbes, Amazonie, Océan Indien, Pacifique) ; de leur potentiel de rayonnement scientifique et diplomatique à l’échelle régionale (bassins) et internationale.",https://anr.fr/fr/detail/call/appel-a-candidatures-chaires-dexcellence-tremplin-outre-mer/,2026-02-27,"[""2026-02-27"", ""2026-05-05""]",[],"[""tremplinom@agencerecherche.fr""]",[],"[""https://anr.fr/fileadmin/aap/2026/aac-chexc-tOM-2026.pdf"", ""https://anr.fr/fileadmin/aap/2026/aac-chexc-tOM-2026-Trame-DS.docx"", ""https://anr.fr/fileadmin/aap/2026/aac-chexc-tOM-2026-Trame-CV.docx""]",Informática e IA,Outro
5,ua,Recrutamento de investigador doutorado (nível 2): área Ciência e Eng. dos Materiais,27 fevereiro 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) Investigador Doutorado de Nível 2 para o exercício de atividades de investigação na área científica de Ciência e Engenharia dos Materiais, suportado pelo orçamento do projeto COOLBRAIN.",http://www.ua.pt/pt/noticias/3/95837/,2026-02-27,"[""2026-02-27"", ""2026-03-13""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
8,ua,Recrutamento de investigador doutorado na área de Nanociências e Nanotecnologia,27 fevereiro 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação científica na área científica de Nanociências e Nanotecnologia, no âmbito do projeto “C2+toNH3"".",http://www.ua.pt/pt/noticias/3/95828/,2026-02-27,"[""2026-02-27"", ""2026-03-13""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
11,ua,Recrutamento de investigador: área de Eng.ª Mecânica,27 fevereiro 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação científica na área científica de Engenharia Mecânica, subárea de Mecânica Aplicada e Computacional, no âmbito do projeto I-ReTiS-LeaksD&Op.",http://www.ua.pt/pt/noticias/3/95834/,2026-02-27,"[""2026-02-27"", ""2026-03-27""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
18,ua,Bolsa de investigação em Engenharia Biomédica: EdtlB.7-DFis/2026(7619),27 fevereiro 2026,Candidaturas até 27 de março de 2026.,http://www.ua.pt/pt/noticias/3/95830/,2026-03-16,"[""2026-03-16"", ""2026-03-27"", ""2026-07-31""]",[],"[""fis.secretaria@ua.pt""]",[],[],Ciências da Saúde,Bolsa de Investigação
13,ua,Bolsa de investigação - Química,24 fevereiro 2026,"Encontra-se aberto concurso para a atribuição de 1 (uma) Bolsa de Investigação (BI) no âmbito do projeto/unidade de I&D MINIONS - Mimetizando a catálise inspirada nas nitrogenases em MXenos terminados por enxofre, 2024.16387.PEX, do CICECO - Instituto de Materiais de Aveiro, nas seguintes condições:",http://www.ua.pt/pt/noticias/3/95758/,2026-02-25,"[""2026-02-25"", ""2026-03-25""]","[""€ 1.309,64"", ""€300""]","[""jrgomes@ua.pt""]",[],[],Informática e IA,Bolsa de Investigação
37,ua,Bolsas de Iniciação à Investigação: Agenda PRR 'NEXUS' – Engenharia Industrial,24 fevereiro 2026,"Encontra-se aberto concurso (Edital nº 21/2026/BII/AgendasPRR) para a atribuição de 4 (quatro) Bolsas de Iniciação à Investigação (BII) no âmbito da Agenda Mobilizadora para a Inovação Empresarial 'NEXUS', no Instituto de Engenharia Eletrónica e Informática de Aveiro (IEETA), na área científica de Engenharia Industrial. As candidaturas decorrem de 24-02-2026 a 09-03-2026.",http://www.ua.pt/pt/noticias/3/95763/,2026-02-24,"[""2026-02-24"", ""2026-03-09""]","[""€651,12""]","[""recr-agendasprr@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
23,ua,"Bolsa de investigação: Agenda PRR AM2R – Design, Ciência e Eng. Materias, Eng. Mecânica",23 fevereiro 2026,"Encontra-se aberto concurso (Edital nº 20/2026/BI/AgendasPRR) para a atribuição de 2 (duas) Bolsas de Investigação (BI) no âmbito da Agenda Mobilizadora para a Inovação Empresarial AM2R na Escola Superior de Design, Gestão e Tecnologias da Produção Aveiro-Norte (ESAN), nas áreas científicas de Design, Ciência e Engenharia dos Materiais, Ciências da Engenharia, Engenharia Mecânica, Engenharia Industrial, Tecnologia Industrial e áreas afins. As candidaturas decorrem de 23-02-2026 a 06-03-2026.",http://www.ua.pt/pt/noticias/3/95748/,2026-02-23,"[""2026-02-23"", ""2026-03-06""]",[],"[""recr-agendasprr@ua.pt""]",[],[],Engenharia e Tecnologia,Bolsa de Investigação
38,ua,Bolsa - projeto InControl/Ciências da Saúde: Ciências da Reabilitação/Fisioterapia,18 fevereiro 2026,"Encontra-se aberto concurso para a atribuição de uma (1) Bolsa de Investigação (BI) no âmbito do projeto InControl - Desenvolvimento centrado no utilizador e avaliação do custo-efetividade de um programa digital de gestão da dor para pessoas mais velhas/RISE-HEALTH, COMPETE2030-FEDER-00781500. Candidaturas abertas de 23 de fevereiro a 6 de março de 2026.",http://www.ua.pt/pt/noticias/3/94689/,2026-02-23,"[""2026-02-23""]","[""€1.309,64""]","[""essua-bolsas@ua.pt""]",[],[],Ciências da Saúde,Bolsa de Investigação
7,ua,Bolsa de investigação - Edital nº8/2026/Matemática/IEETA,13 março 2026,"Encontra-se aberto concurso para a atribuição de 1 (uma) Bolsa(s) de Investigação (BI) no âmbito do Projeto PARCERIA - Plataforma de Assistentes Colaborativos de Inteligência Artificial, referência CENTRO2030-FEDER-02595400 da Unidade de Investigação IEETA - Instituto de Engenharia Eletrónica e Informática de Aveiro, de 17 a 30 de março de 2026, nas seguintes condições:",http://www.ua.pt/pt/noticias/3/96008/,2026-03-17,"[""2026-03-17"", ""2026-04-30""]",[],"[""ieeta-bolsas@ua.pt""]",[],[],Engenharia e Tecnologia,Bolsa de Investigação
16,ua,"Um posto de trabalho de Professor Coordenador, área de Ciências da Saúde - Enfermagem",13 fevereiro 2026,"CD-CTFP-02-SGRH/2026 - Recrutamento de 1 (um) posto de trabalho de Professor Coordenador, para a área disciplinar de Ciências da Saúde e subárea de Enfermagem, em regime de contrato de trabalho por tempo indeterminado. Candidaturas de 13-02-2026 a 27-03-2026.",http://www.ua.pt/pt/noticias/3/94664/,2026-02-13,"[""2026-02-13"", ""2026-03-27""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Ciências da Saúde,Outro
1,ua,Bolsa de investigação - Ciência e Engenharia de Materiais,12 março 2026,"Encontra-se aberto concurso para a atribuição de 1 (uma) Bolsa de Investigação (BI) no âmbito do projeto/unidade de I&D SENSORBILITY - ""Sensores e Sensibilidade: fabricação de sensores piezoelétricos usando manufatura aditiva assistida por polarização elétrica"", COMPETE2030-FEDER-00736200, do Departamento de Engenharia de Materiais/CICECO - Instituto de Materiais de Aveiro. Candidaturas de 13 a 27 de março de 2026.",http://www.ua.pt/pt/noticias/3/95995/,2026-03-13,"[""2026-03-13""]","[""€1.040,98""]","[""pcferreira@ua.pt""]",[],[],Engenharia e Tecnologia,Bolsa de Investigação
4,ua,Constituição de bolsa de interessados para exercício de funções docentes (M/F): Matemática,12 março 2026,BID-03-DMat/2026 - Docência na área de Matemática.,http://www.ua.pt/pt/noticias/3/95993/,2026-03-26,"[""2026-03-26""]",[],"[""dmat-direcao@ua.pt""]",[],[],Informática e IA,Outro
9,ua,"Recrutamento de um posto de Professor Associado, área disciplinar de Medicina",12 março 2026,"A Universidade de Aveiro está a recrutar 1 (um) posto de trabalho de Professor Associado, para a área disciplinar de Medicina, subárea de Medicina Clínica, área de especialização Gastroenterologia, em regime de contrato de trabalho por tempo indeterminado, ao abrigo do Código do Trabalho.",http://www.ua.pt/pt/noticias/3/95998/,2026-03-12,"[""2026-03-12"", ""2026-04-24""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Ciências da Saúde,Outro
25,ua,"Bolsas de Iniciação à Investigação: Agenda PRR 'BLOCKCHAIN' – Informática, Eletrotecnia",12 março 2026,"Encontra-se aberto concurso (Edital nº 23/2026/BII/AgendasPRR) para a atribuição de 2 (duas) Bolsas de Investigação (BI) no âmbito da Agenda BLOCKCHAIN.PT - Agenda Descentralizar Portugal com Blockchain, no Instituto de Telecomunicações (IT), na área científica de Informática, Eletrotecnia, Ciências da Engenharia, Ciências e Tecnologias da Comunicação. As candidaturas decorrem de 12-03-2026 a 26-03-2026.",http://www.ua.pt/pt/noticias/3/96003/,2026-03-12,"[""2026-03-12"", ""2026-03-26""]","[""€651,12""]","[""recr-agendasprr@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
35,ua,"Recrutamento de Investigador Doutorado, área de Ciências e Tecnologias da Comunicação",12 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) lugar de Investigador Doutorado de nível inicial na área disciplinar de Ciências e Tecnologias da Comunicação, no âmbito do Projeto H2020 ERA Chair ""BESIDE"". Candidaturas de 12 a 27 de março de 2026.",http://www.ua.pt/pt/noticias/3/95994/,2026-03-12,"[""2026-03-12"", ""2026-03-27""]",[],"[""sgrhconcursosdl57-2016@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
41,ua,"Bolsas de investigação: Eng. Física, Física, Eng. Química, Química, Materiais e afins",10 março 2026,Candidaturas até 27 de março de 2026.,http://www.ua.pt/pt/noticias/3/95973/,2026-03-16,"[""2026-03-16"", ""2026-03-27""]","[""€1.040,98""]","[""fis.secretaria@ua.pt""]",[],[],Informática e IA,Outro
26,ua,Bolsa de investigação - Química,09 março 2026,"Encontra-se aberto concurso para a atribuição de 1 (uma) Bolsa de Investigação (BI) no âmbito do projeto/unidade de I&D CharM - ""Materiais Multifuncionais Eficientes para Adsorção e Conversão de CO2 na Purificação de Biogás"", COMPETE2030-FEDER-00776600 (FCT Ref.: 16589), do CICECO - Instituto de Materiais de Aveiro, nas seguintes condições:",http://www.ua.pt/pt/noticias/3/95961/,2026-03-10,"[""2026-03-10""]","[""€1.040,98""]","[""mirtha@ua.pt""]",[],[],Informática e IA,Bolsa de Investigação
31,ua,Bolsa(s) de Investigação (BI) - EdtlB.9-DFis/2026(8749),09 março 2026,"Encontra-se aberto concurso para a atribuição de uma Bolsa(s) de Investigação (BI) no âmbito do projeto/unidade de I&D (I3N - Instituto de Nanoestruturas, Nanomodelação e Nanofabricação- UID/50025/2025. As candidaturas decorrem até 24 de março de 2026. Referência do edital: EdtlB.9-DFis/2026(8749).",http://www.ua.pt/pt/noticias/3/95965/,2026-03-11,"[""2026-03-11"", ""2026-03-24""]","[""€1.309,64""]","[""fis.secretaria@ua.pt""]",[],[],Informática e IA,Outro
34,ua,Bolsa de Iniciação à Investigação em Engenharia Informática ou áreas afins,09 março 2026,"Encontra-se aberto concurso para a atribuição de uma Bolsa de Iniciação à Investigação (BII) no âmbito do Instituto de Engenharia Eletrónica e Informática de Aveiro (IEETA) - UID/00127/2025, de 11 a 25 de março de 2026, nas seguintes condições:",http://www.ua.pt/pt/noticias/3/95960/,2026-03-11,"[""2026-03-11""]","[""€651,12""]","[""ieeta-bolsas@ua.pt""]",[],"[""https://www.fct.pt/apoios/bolsas/docs/RegulamentoBolsasFCT2019.pdf""]",Engenharia e Tecnologia,Outro
40,ua,"Bolsa de investigação em Ciências Biomédicas, Bioinformática",09 março 2026,"Encontra-se aberto concurso para a atribuição de uma Bolsa de Iniciação Investigação (BII) no âmbito do projeto/unidade de I&D ""Reconnect - Developing innovative therapies for spinal cord injury"". Candidaturas até 20 de março.",http://www.ua.pt/pt/noticias/3/95931/,2026-03-09,"[""2026-03-09""]","[""€651,12""]","[""sivieira@ua.pt""]",[],[],Ciências da Saúde,Bolsa de Investigação
17,ua,Contratação de Técnico Superior (M/F): Ciências do Desporto ou Educação Física e Desporto,06 março 2026,"Pretende-se contratar, em regime de contrato de trabalho sem termo, um Técnico Superior, para Reitoria. Candidaturas até 20 de março.",http://www.ua.pt/pt/noticias/3/95938/,2026-02-02,"[""2026-02-02"", ""2026-03-06"", ""2026-03-20""]","[""€ 1.552,47""]",[],[],[],Informática e IA,Outro
19,ua,Bolsa (BIPD) em Ciências do Ambiente (Planeamento Governação Ambiental) e áreas afins,06 março 2026,"Encontra-se aberto concurso para a atribuição de uma Bolsa de Investigação de Pós-Doutoramento (BIPD) no âmbito do projeto Observatório do Conteúdo de Planos de Ambiente - mapeamento do nexus água-solo, do Departamento de Ambiente e Ordenamento. Candidaturas de 9 a 20 de março 2026.",http://www.ua.pt/pt/noticias/3/95943/,2026-03-09,"[""2026-03-09"", ""2026-03-20"", ""2026-06-30""]","[""€1.851,00""]","[""dao-bolsaseconcursos@ua.pt"", ""teresafidelis@ua.pt""]",[],[],Informática e IA,Bolsa Doutoral
32,ua,"Bolsa de investigação - Biotecnologia, Ciências Biomédicas, Química",06 março 2026,"Encontra-se aberto concurso para a atribuição de uma Bolsa de Investigação (BI) no âmbito do projeto “Reborn - ""Full human-based multi-scale constructs with jammed regenerative pockets for bone engineering"", com a referência AdG 883370 do Departamento de Química/CICECO - Instituto de Materiais de Aveiro. Candidaturas até 23 de março.",http://www.ua.pt/pt/noticias/3/95946/,2026-03-09,"[""2026-03-09"", ""2026-09-30""]","[""€1.309,64""]","[""jmano@ua.pt""]",[],[],Ciências da Saúde,Bolsa de Investigação
10,ua,"Bolsa em Ciências e Eng. Ambiente, Economia e Políticas do Ambiente ou afins: COAST-SCAPES",05 março 2026,"Encontra-se aberto concurso para a atribuição de uma Bolsa de Investigação (BI) no âmbito do projeto COAST-SCAPES - rethinking COASTal landSCAPES with climate-resilient interventions: systemic land-to-sea Solutions, do Departamento de Engenharia Civil em colaboração com o Departamento de Ambiente e Ordenamento da Universidade de Aveiro. Candidaturas de 9 a 24 de março 2026.",http://www.ua.pt/pt/noticias/3/95928/,2026-03-24,"[""2026-03-24""]","[""€1.309,64""]","[""peter.roebeling@ua.pt""]",[],[],Engenharia e Tecnologia,Bolsa de Investigação
21,ua,"Bolsa(s) de Pós-Doutoramento: Física, Eng. Física, Eng. Materiais, Química ou áreas afins",05 março 2026,Candidaturas até 27 de março de 2026.,http://www.ua.pt/pt/noticias/3/95917/,2026-03-16,"[""2026-03-16"", ""2026-03-27"", ""2026-09-01""]","[""€1.851,00""]","[""fis.secretaria@ua.pt""]",[],[],Informática e IA,Bolsa Doutoral
14,ua,Bolsas de Investigação: Agenda PRR ''BLOCKCHAIN'' – Gestão,04 março 2026,"Encontra-se aberto concurso (Edital nº 22/2026/BI/AgendasPRR) para a atribuição de 2 (duas) Bolsas de Investigação (BI) no âmbito da Agenda BLOCKCHAIN.PT - Agenda Descentralizar Portugal com Blockchain, na Escola Superior de Tecnologia e Gestão de Águeda (ESTGA), na área científica de Gestão. As candidaturas decorrem de 04-03-2026 a 17-03-2026",http://www.ua.pt/pt/noticias/3/95911/,2026-03-04,"[""2026-03-04"", ""2026-03-17""]",[],"[""recr-agendasprr@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
22,ua,Bolsa de investigação - Engenharia Física,04 março 2026,"Está aberto o concurso para a atribuição de 1 (uma) Bolsa de Investigação (BI) no âmbito do projeto SLICIoT - Iluminação inteligente centrada no ser humano e comunicações através da Internet das coisas, CENTRO2030-FEDER-02362700 da unidade de investigação CICECO - Instituto de Materiais de Aveiro, nas seguintes condições:",http://www.ua.pt/pt/noticias/3/95903/,2026-03-05,"[""2026-03-05"", ""2026-03-18"", ""2026-04-30""]","[""€1.309,64""]","[""rferreira@ua.pt""]",[],[],Engenharia e Tecnologia,Bolsa de Investigação
24,ua,Recrutamento de dois professores associados: área de Engenharia Mecânica,04 fevereiro 2026,"A Universidade de Aveiro está a recrutar 2 (dois) docentes para a categoria de Professor Associado, na área disciplinar de Engenharia Mecânica.",http://www.ua.pt/pt/noticias/3/94567/,2026-02-04,"[""2026-02-04"", ""2026-03-18""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
33,ua,Recrutamento de Professor Catedrático: área de Engenharia Mecânica,04 fevereiro 2026,"A Universidade de Aveiro está a recrutar 1 (um) docente para a categoria de Professor Catedrático, na área disciplinar de Engenharia Mecânica.",http://www.ua.pt/pt/noticias/3/94568/,2026-02-04,"[""2026-02-04"", ""2026-03-18""]",[],"[""sgrh-avct-recrutamento@ua.pt""]",[],[],Engenharia e Tecnologia,Outro
6,ua,Recrutamento de investigador doutorado na área de Informática,03 março 2026,"Encontra-se aberto concurso, de âmbito internacional, para recrutamento na modalidade de contrato de trabalho a termo resolutivo incerto celebrado ao abrigo do Código de Trabalho, de 1 (um) Investigador Doutorado de Nível Inicial para o exercício de atividades de investigação científica na área científica de Informática, subárea de Computação Centrada no Humano , no âmbito do projeto “VR4Rehab: Jogos sérios em Realidade Virtual para reabilitação pós Acidente Vascular Cerebral”",http://www.ua.pt/pt/noticias/3/95885/,2026-03-03,"[""2026-03-03"", ""2026-03-24""]",[],"[""sgrh-concursosdl57-2016@ua.pt""]",[],[],Informática e IA,Outro
